"seq","market","asset","outcome","book_side","level","price","size","notional_usd","cumulative_size","cumulative_notional_usd","captured_at","due_local","slug","token"
"1","15:30-15:35","BTC","Down","Ask","17","0.69","859.04","592.7376","11598.62","7126.5784","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","18","0.7","1017.32","712.124","12615.94","7838.7024","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","19","0.71","676.35","480.2085","13292.29","8318.9109","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","20","0.72","632.71","455.5512","13925","8774.4621","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","21","0.73","390","284.7","14315","9059.1621","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","22","0.74","270","199.8","14585","9258.9621","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","23","0.75","385","288.75","14970","9547.7121","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","24","0.76","775","589","15745","10136.7121","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","25","0.77","100","77","15845","10213.7121","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","26","0.78","705","549.9","16550","10763.6121","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","27","0.79","837","661.23","17387","11424.8421","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","28","0.8","797","637.6","18184","12062.4421","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","29","0.81","31","25.11","18215","12087.5521","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","30","0.82","36","29.52","18251","12117.0721","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","31","0.83","18","14.94","18269","12132.0121","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","32","0.84","47","39.48","18316","12171.4921","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","33","0.85","2180.33","1853.2805","20496.33","14024.7726","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","34","0.86","28","24.08","20524.33","14048.8526","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","35","0.87","67","58.29","20591.33","14107.1426","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","36","0.88","67","58.96","20658.33","14166.1026","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","37","0.89","260","231.4","20918.33","14397.5026","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","38","0.9","3883","3494.7","24801.33","17892.2026","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","39","0.91","661.56","602.0196","25462.89","18494.2222","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","40","0.92","752.5","692.3","26215.39","19186.5222","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","41","0.93","1022.86","951.2598","27238.25","20137.782","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","42","0.94","1082.65","1017.691","28320.9","21155.473","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","43","0.95","1321","1254.95","29641.9","22410.423","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","44","0.96","1481.75","1422.48","31123.65","23832.903","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","45","0.97","12135.82","11771.7454","43259.47","35604.6484","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","46","0.98","3106.44","3044.3112","46365.91","38648.9596","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Ask","47","0.99","14153.52","14011.9848","60519.43","52660.9444","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","1","0.51","53.14","27.1014","53.14","27.1014","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","2","0.5","181","90.5","234.14","117.6014","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","3","0.49","1648.99","808.0051","1883.13","925.6065","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","4","0.48","379.67","182.2416","2262.8","1107.8481","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","5","0.47","422.56","198.6032","2685.36","1306.4513","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","6","0.46","530.47","244.0162","3215.83","1550.4675","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","7","0.45","988.65","444.8925","4204.48","1995.36","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","8","0.44","610.45","268.598","4814.93","2263.958","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","9","0.43","355","152.65","5169.93","2416.608","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","10","0.42","403.7","169.554","5573.63","2586.162","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","11","0.41","2334.76","957.2516","7908.39","3543.4136","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","12","0.4","502.5","201","8410.89","3744.4136","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","13","0.39","467.99","182.5161","8878.88","3926.9297","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","14","0.38","345.84","131.4192","9224.72","4058.3489","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","15","0.37","750.24","277.5888","9974.96","4335.9377","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","16","0.36","826.59","297.5724","10801.55","4633.5101","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","17","0.35","1323.19","463.1165","12124.74","5096.6266","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","18","0.34","605.31","205.8054","12730.05","5302.432","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","19","0.33","810.58","267.4914","13540.63","5569.9234","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","20","0.32","691.14","221.1648","14231.77","5791.0882","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","21","0.31","829.04","257.0024","15060.81","6048.0906","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","22","0.3","1007.32","302.196","16068.13","6350.2866","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","23","0.29","620.35","179.9015","16688.48","6530.1881","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","24","0.28","632.71","177.1588","17321.19","6707.3469","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","25","0.27","390","105.3","17711.19","6812.6469","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","26","0.26","270","70.2","17981.19","6882.8469","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","27","0.25","385","96.25","18366.19","6979.0969","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","28","0.24","775","186","19141.19","7165.0969","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","29","0.23","100","23","19241.19","7188.0969","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","30","0.22","705","155.1","19946.19","7343.1969","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","31","0.21","857","179.97","20803.19","7523.1669","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","32","0.2","797","159.4","21600.19","7682.5669","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","33","0.19","31","5.89","21631.19","7688.4569","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","34","0.18","36","6.48","21667.19","7694.9369","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","35","0.17","18","3.06","21685.19","7697.9969","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","36","0.16","47","7.52","21732.19","7705.5169","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","37","0.15","2180.33","327.0495","23912.52","8032.5664","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","38","0.14","28","3.92","23940.52","8036.4864","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","39","0.13","67","8.71","24007.52","8045.1964","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","40","0.12","67","8.04","24074.52","8053.2364","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","41","0.11","260","28.6","24334.52","8081.8364","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","42","0.1","3883","388.3","28217.52","8470.1364","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","43","0.09","661.56","59.5404","28879.08","8529.6768","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","44","0.08","752.5","60.2","29631.58","8589.8768","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","45","0.07","1022.86","71.6002","30654.44","8661.477","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","46","0.06","1087.65","65.259","31742.09","8726.736","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","47","0.05","1321","66.05","33063.09","8792.786","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","48","0.04","1481.75","59.27","34544.84","8852.056","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","49","0.03","12140.82","364.2246","46685.66","9216.2806","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","50","0.02","3110.59","62.2118","49796.25","9278.4924","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Down","Bid","51","0.01","13925.95","139.2595","63722.2","9417.7519","2026-07-04T15:29:30.0122092+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","42537886701742374256258287730738570471596470425410712741392971452798895104177"
"1","15:30-15:35","BTC","Up","Ask","1","0.49","53.14","26.0386","53.14","26.0386","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","2","0.5","181","90.5","234.14","116.5386","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","3","0.51","1648.99","840.9849","1883.13","957.5235","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","4","0.52","379.67","197.4284","2262.8","1154.9519","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","5","0.53","422.56","223.9568","2685.36","1378.9087","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","6","0.54","530.47","286.4538","3215.83","1665.3625","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","7","0.55","988.65","543.7575","4204.48","2209.12","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","8","0.56","610.45","341.852","4814.93","2550.972","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","9","0.57","355","202.35","5169.93","2753.322","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","10","0.58","403.7","234.146","5573.63","2987.468","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","11","0.59","2334.76","1377.5084","7908.39","4364.9764","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","12","0.6","502.5","301.5","8410.89","4666.4764","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","13","0.61","467.99","285.4739","8878.88","4951.9503","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","14","0.62","345.84","214.4208","9224.72","5166.3711","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
"1","15:30-15:35","BTC","Up","Ask","15","0.63","750.24","472.6512","9974.96","5639.0223","2026-07-04T15:29:30.3497768+03:00","2026-07-04 15:29:30","btc-updown-5m-1783168200","47057188792555668458927093519141698230404312238331222660755657729781521896657"
