captured_utc,slug,start_utc,seconds_before_start,down_token,best_bid,best_ask,spread,avg_fill_price,filled_notional_usd,filled_shares,levels_used,min_order_size,tick_size,last_trade_price,error
"2026-06-21T20:26:46.0474483+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",193.953,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:47.1329398+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",192.867,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:48.2223800+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",191.778,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:49.3434174+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",190.657,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:50.4269876+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",189.573,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:51.5168191+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",188.483,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:52.6226695+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",187.377,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:53.7094350+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",186.291,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:54.8091389+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",185.191,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:55.9031545+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",184.097,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:57.0064202+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",182.994,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:58.1583555+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",181.842,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:26:59.2856253+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",180.714,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:00.4077518+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",179.592,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:01.5297282+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",178.47,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:02.6672380+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",177.333,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:03.7591533+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",176.241,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:04.8724508+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",175.128,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:05.9812207+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",174.019,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:07.0975914+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",172.902,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:08.2028515+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",171.797,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:09.3687492+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",170.631,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:10.5028631+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",169.497,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:11.6276451+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",168.372,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:12.7631180+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",167.237,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:13.8619594+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",166.138,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:14.9873584+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",165.013,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:16.0958714+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",163.904,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:17.1850302+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",162.815,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:18.2889358+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",161.711,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:19.3677628+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",160.632,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:20.4738262+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",159.526,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:21.5617197+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",158.438,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:22.6687535+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",157.331,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:23.7902290+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",156.21,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:24.8821747+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",155.118,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:26.0010281+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",153.999,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:27.1080842+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",152.892,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:28.2154216+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",151.785,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:29.3047315+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",150.695,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:30.3922509+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",149.608,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:31.4834845+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",148.517,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:32.5879950+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",147.412,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:33.7007545+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",146.299,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:34.7768386+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",145.223,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:35.8662829+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",144.134,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:36.9511364+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",143.049,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:38.0420667+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",141.958,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:39.1503422+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",140.85,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:40.2404807+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",139.76,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:41.3303770+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",138.67,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:42.4264859+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",137.574,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:43.5171523+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",136.483,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:44.5923135+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",135.408,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:45.6652805+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",134.335,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:46.7601373+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",133.24,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:47.9134115+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",132.087,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:48.9905047+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",131.009,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:50.0811442+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",129.919,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:51.1715517+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",128.828,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:52.2523906+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",127.748,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:53.3398290+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",126.66,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:54.4411905+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",125.559,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:55.5673807+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",124.433,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:56.6636931+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",123.336,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:57.7668209+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",122.233,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:58.8905338+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",121.109,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:27:59.9826467+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",120.017,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:28:01.0579750+00:00","eth-updown-5m-1782073800","2026-06-21T20:30:00.0000000+00:00",118.942,"6616421992774380394650108076835734627195892463760932036959274644332964219737",0.49,0.5,0.01,0.5,6.0093,12.0186,1,5,0.01,0.5,""
"2026-06-21T20:28:01.0579750+00:00","eth-updown-5m-1782074100","2026-06-21T20:35:00.0000000+00:00",418.942,"88738116692435763924330477192773656026884696162201911852149046170874967542919",0.49,0.5,0.01,0.50076682,6.0093,12.00019608,2,5,0.01,0.5,""
