created_utc	updated_utc	market_end_utc	status	cancel_status	response_status	outcome	winning_outcome	would_win	price	size_shares	notional_usd	hypothetical_cost_basis_usd	hypothetical_settlement_value_usd	hypothetical_realized_pnl_usd	result_source	market_slug	condition_id	asset_id	winning_asset_id	order_id	live_order_id	market_question
2026-06-13T23:40:02.5897960Z	2026-06-13T23:44:07.0059670Z	2026-06-13T23:45:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781394000	0xb361345caf691bbb45849a144eaec44bb342f811be6e801dbf8300fba9724fce	106057657339148406244284687097445797266392000023660520927869750478275814841501	106057657339148406244284687097445797266392000023660520927869750478275814841501	0xa4339ecbb19448755a57846800a4cb50ac56d5ff1f918b693f6f31f6ccd4f0e4	f87a6855-94f4-4fda-9aa8-f676282aaf0b	Bitcoin Up or Down - June 13, 7:40PM-7:45PM ET
2026-06-14T00:30:00.7991210Z	2026-06-14T00:34:00.7889660Z	2026-06-14T00:35:00.0000000Z	Cancelled	cancelled	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781397000	0xf02624718947fd2e0da815b3fd85b2a0e4ad9c07fff0f5f8e1846b410ef5e7a2	35928019324869842628355509049747739150394129102562936573664225484835586245113	35928019324869842628355509049747739150394129102562936573664225484835586245113	0x5e0a7307cc5e939b2e20b38c06069aaa1262f2375dd6ff4587503d3084d32c4f	140f5e27-88d9-4bcf-8369-e767001f5d58	Bitcoin Up or Down - June 13, 8:30PM-8:35PM ET
2026-06-14T01:15:02.5676250Z	2026-06-14T01:19:05.0019060Z	2026-06-14T01:20:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.44	6.82	3.0008	3.0008	6.82	3.8192	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781399700	0x6a17f69dd21771b24bb2618db8868a50c3c7c3c790bfb0ffa3434507793e8e3f	85613564094979187308781567628675724678363856418457574343060157266195998269118	85613564094979187308781567628675724678363856418457574343060157266195998269118	0x0ae6f9719dfbd51ad174d2671a3ff4760c197633ba3fb01da34e02c71faaa6f7	4c2cd5b5-7f9f-4f84-9c1f-8c5c0263af66	Bitcoin Up or Down - June 13, 9:15PM-9:20PM ET
2026-06-14T01:45:00.4013530Z	2026-06-14T01:49:02.5411530Z	2026-06-14T01:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781401500	0xcc7c8c33cee6cca8e96ade1f377af4a4fca5992250097133681a01a7cc6c7e7f	45826051712905964842279084576662062671177631576550115534420061673337257569829	45826051712905964842279084576662062671177631576550115534420061673337257569829	0xa8465e57232e6abf3c1df817e1aaac71b9935b208850146d4436d4cacd3a532b	273a4eb5-f64b-4937-8d7b-315f8fc38292	Bitcoin Up or Down - June 13, 9:45PM-9:50PM ET
2026-06-14T02:55:01.6509190Z	2026-06-14T02:59:01.5046290Z	2026-06-14T03:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781405700	0xaaee25b52c3e1c5aaa5a16df474f96d1f2b88898fd340e42b1ea7a94736d035a	78719986971487439664544243235353726969787038712317268725500873774226418259041	78719986971487439664544243235353726969787038712317268725500873774226418259041	0xf079755492993275ec67deb2c97b4e03e9b5458833e7a1fbc9c655fe68422b97	058019cc-9f70-4246-aaa0-69cb1c62e9de	Bitcoin Up or Down - June 13, 10:55PM-11:00PM ET
2026-06-14T03:10:01.3847850Z	2026-06-14T03:14:05.3178880Z	2026-06-14T03:15:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781406600	0xea640b8759dbc61975f5a709be5a833ad994fd686efea23ccd3488655f9387a0	70199892137299112454615142542924063850682815255779751193165601078584307919383	70199892137299112454615142542924063850682815255779751193165601078584307919383	0xc512ec07baa9878ad8c2b35895a943405fabf398d8e9f6a548a262d3c39d6cba	e2edf655-ccd8-4e29-be71-83e3883a97c1	Bitcoin Up or Down - June 13, 11:10PM-11:15PM ET
2026-06-14T05:00:15.0483110Z	2026-06-14T05:04:02.0613030Z	2026-06-14T05:05:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781413200	0x0b263f86c6fab1419803a0e58194fc4012d1132ab874687925a636b88f2d8d71	80462953511831612918607805126699061114421047285058471670204149875299974563264	80462953511831612918607805126699061114421047285058471670204149875299974563264	0x6b3c43bc360f9d6c6e13c8d2caed1ebac734c9a409a29e1e19ba9f13bda90cfb	e4bfef20-b105-4ad9-b164-b58dae12ea0e	Bitcoin Up or Down - June 14, 1:00AM-1:05AM ET
2026-06-14T06:45:02.0399300Z	2026-06-14T06:49:01.3421580Z	2026-06-14T06:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781419500	0x5b2e7040745eecaaf55116422f9a291ad1b0d1dfcbcee2faf8e5accaabda6c4a	32801116808514311122388557502458508052621566542607663635181173991850666660232	32801116808514311122388557502458508052621566542607663635181173991850666660232	0xd7a9c41e555f2dba9bc03d9e700d2140abdc3d51f80c6720f29908989546be19	cfdb6c49-6d69-44b6-bef0-8c5cc2de0d2f	Bitcoin Up or Down - June 14, 2:45AM-2:50AM ET
2026-06-14T06:55:01.0099360Z	2026-06-14T06:59:03.3469560Z	2026-06-14T07:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781420100	0x6e4d048086cde11003798ca56ac8ec692035de9aefe120303fa0da1f3dde3fca	20542175131713684562244564443172471637468013996923582308618960564921053034121	20542175131713684562244564443172471637468013996923582308618960564921053034121	0x578f557352a5ba900efc9eee8df8155cb587ff9742b51828fd4a54ed9bef1672	f7284325-cb77-4812-a049-b581bc43f45b	Bitcoin Up or Down - June 14, 2:55AM-3:00AM ET
2026-06-14T07:10:02.2351990Z	2026-06-14T07:14:01.0904900Z	2026-06-14T07:15:00.0000000Z	Cancelled	cancelled	live	Up	Down	False	0.5	6	3	3	0	-3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781421000	0x2d9438582cef03814c32fdb06918ed560a803ea30edcc8f5073bce58abf750da	30480134223966646088198342456734753796284343978063368179829162489701645058948	31907672677640445544978513431415036759786136945316866274372504381045262800470	0x05a82a32bbf55ebb4faf4569398db6525e190cf8fa1307bf6c6c728ec30f6e06	ee246643-6f5e-4a7b-b2de-02eb4354efd5	Bitcoin Up or Down - June 14, 3:10AM-3:15AM ET
2026-06-14T07:15:01.6853110Z	2026-06-14T07:19:02.1995420Z	2026-06-14T07:20:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781421300	0x7d24b5454cc68d6567b4343e5aafae83d4eeed31abee7f1d069b660b0a3be853	8841463908313476353321525121602982915529187947340725028656925128106287809253	8841463908313476353321525121602982915529187947340725028656925128106287809253	0x777ff911985dd1dd6302f938e7981a5cc8c86856166995187208d638520b819c	17b8fd43-7390-412a-a367-b53c99719e55	Bitcoin Up or Down - June 14, 3:15AM-3:20AM ET
2026-06-14T07:45:03.1644270Z	2026-06-14T07:49:07.1995220Z	2026-06-14T07:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781423100	0x24a5256f2abd278df3425aa5c4a83c6246432fd4d7dac858bc6f5d22481999d8	31238616306932474504533045808089520890133624444053893091144992418201897491682	31238616306932474504533045808089520890133624444053893091144992418201897491682	0x11129d0fe740091573fa85fc494108e41250cd8a34da86bce79a47e79bc536fa	6a025141-ad3e-4349-b99e-2ec9f27648af	Bitcoin Up or Down - June 14, 3:45AM-3:50AM ET
2026-06-14T08:05:04.4637270Z	2026-06-14T08:09:02.0599490Z	2026-06-14T08:10:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781424300	0x4e27aaf4ed395ada21fd66d093988820df8171efe15f2670ce5443b5bb30f57f	93355909220266843313274778835219537442899665910897054871613053933376794216358	93355909220266843313274778835219537442899665910897054871613053933376794216358	0x64f3c813c86e7946310d3981f90ee9302fcdf512d6ec8038d0a8c7e0ffdcd269	d3bfc8ab-79a5-44db-ae06-d947a727ca88	Bitcoin Up or Down - June 14, 4:05AM-4:10AM ET
2026-06-14T09:20:11.2833660Z	2026-06-14T09:24:07.3537610Z	2026-06-14T09:25:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781428800	0xbc226ee383ee783952aba47934634053095a148499c302ebd535cc5f5d0bdddc	69308512561968265382283289757484431331802088857515786637903411237798426461540	69308512561968265382283289757484431331802088857515786637903411237798426461540	0xc4600f47b88079f2d2f2e28e8e7afc056c7d61aeeb5f8e82977448661a2545b1	4f6e6251-e2a2-437b-918c-08d695631c26	Bitcoin Up or Down - June 14, 5:20AM-5:25AM ET
2026-06-14T09:25:45.7093330Z	2026-06-14T09:29:06.7826510Z	2026-06-14T09:30:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781429100	0x330ab2bce07662c1452028ecf2567f0a1d51725b6b6ac75d6c4c33f1a78321f9	67184520675932285315316473860533856298835685293337493948714137423959598581814	67184520675932285315316473860533856298835685293337493948714137423959598581814	0x01997421200d63c4808a61ce0c9af25b7113694db48178fdd88d23f7030d0925	1fd36a29-525f-496b-b4cb-c79f55bbcbc1	Bitcoin Up or Down - June 14, 5:25AM-5:30AM ET
2026-06-14T12:20:04.7500630Z	2026-06-14T12:24:04.3525000Z	2026-06-14T12:25:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781439600	0x67945d876030ded86dd64c65775e5fbd3001e3d5c4fe9234078e65fce1812799	24054822196538433815889383436441032254257789833978313655449789306923512954302	24054822196538433815889383436441032254257789833978313655449789306923512954302	0x3709e64df40a26a3cfd23ab3642f3155763e7ddc2a1db0d9f8020785e434b463	4b558a0d-12c7-4abb-a490-cc85eb43e24c	Bitcoin Up or Down - June 14, 8:20AM-8:25AM ET
2026-06-14T12:40:01.0221580Z	2026-06-14T12:44:03.4920120Z	2026-06-14T12:45:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781440800	0xf2708ac62bc5143e0beb5f398d3ecd2586b7eae986c7819bd1b195d74ad0d4cd	35148200575374080950865479643466727022990805746060998176886087910526582607182	35148200575374080950865479643466727022990805746060998176886087910526582607182	0x03d773379e9d2630e24a324dd897603e2f20715c4c89ba5e42e3184b5082068b	b3952604-023b-4ccc-bac9-d92bf58cf5ca	Bitcoin Up or Down - June 14, 8:40AM-8:45AM ET
2026-06-14T12:55:42.1556610Z	2026-06-14T12:59:04.2031100Z	2026-06-14T13:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781441700	0x9911dda1274f4be5b1036001fdc5153357af172a01e96daf47f8e3feaab43b37	101935783721202233339910280311529604033907382441364190139157272239686617433902	101935783721202233339910280311529604033907382441364190139157272239686617433902	0xe1c2f0cdea0f2666d76ae13f1c93dd2823abc4da856abb7afd6321be2d0c2fc1	40bb3a1c-1a5a-4ebb-929b-d3f92623bdae	Bitcoin Up or Down - June 14, 8:55AM-9:00AM ET
2026-06-14T13:05:04.8401190Z	2026-06-14T13:09:04.5513810Z	2026-06-14T13:10:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781442300	0xa74727ab5773f45634fe1063c0e6c2461fd2e7e0f00443c0971e2346d7ca3598	105715603490019155988943558204942693643781047550777974698287496515761583360919	105715603490019155988943558204942693643781047550777974698287496515761583360919	0x6d8a8b6c99c253093d795abc99a7b6af8f210ff9817f522a131b54d976d42a26	3a44a2d1-a288-4759-a04d-ca2e2fc7401b	Bitcoin Up or Down - June 14, 9:05AM-9:10AM ET
2026-06-14T13:55:01.2006570Z	2026-06-14T13:59:02.9939220Z	2026-06-14T14:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781445300	0x300a4711baf03787997b0ebcfb6f04780cef528148106946a283f8e47666ee06	22510058884302318237768412917625532461925526624093961507585991558459990611836	22510058884302318237768412917625532461925526624093961507585991558459990611836	0xfe4c5df1015ac2f15ef7b3a9769dca8d7895b56dc3b69e0b3018b413de669738	08a51133-d4c5-4783-9b95-1d0d0b44479a	Bitcoin Up or Down - June 14, 9:55AM-10:00AM ET
2026-06-14T15:35:01.8643510Z	2026-06-14T15:39:03.4453790Z	2026-06-14T15:40:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781451300	0x49b4de529b1a5d0fed461139a7f2d589199e8c8ecc4ab9a772518235c55948c3	40172081203839626774577661250858451467093628110461453672300639475557666722885	40172081203839626774577661250858451467093628110461453672300639475557666722885	0xb7250b9145abef7dfa8d7e1da4c6a1de54c306dbb59a3d86c635c3a2aed0b180	c789ed50-5df0-4c06-b5cd-adae3b58aaa3	Bitcoin Up or Down - June 14, 11:35AM-11:40AM ET
2026-06-14T16:05:00.2938550Z	2026-06-14T16:09:06.3621960Z	2026-06-14T16:10:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Down	False	0.5	6	3	3	0	-3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781453100	0xb9731777c3b1f1c2cc0a632ca443d6e96bd0b8e3e91a36abc95cd3c0832dfde2	99999241020985420782800977295412706758592594168351974754384437570831693208612	68388626939301828828076680846445752777405131945567074537081315710790765443751	0x6470c12f8e2336e528ed08533224a52c204c5ee4c3b20418123d2c71d4c92c09	3fc24882-1b3b-40c0-96f8-ae2bf30f8833	Bitcoin Up or Down - June 14, 12:05PM-12:10PM ET
2026-06-14T16:10:03.2063220Z	2026-06-14T16:14:01.7667490Z	2026-06-14T16:15:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781453400	0xb26e2262680c1a2b8a328a3446a4cd042a5d83859c3e35fdce92a8f8250b10aa	36091386401047520000809413481008022794496992151285515707093044578629395538053	36091386401047520000809413481008022794496992151285515707093044578629395538053	0x6a97e2224e66bd26f32706f1e0f1516e397eb82243ba31fadc13a24d583d6f40	54dafa49-a2f9-40a9-8f98-1260de41c3c0	Bitcoin Up or Down - June 14, 12:10PM-12:15PM ET
2026-06-14T16:20:00.7081650Z	2026-06-14T16:24:03.7248180Z	2026-06-14T16:25:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.49	6.13	3.0037	3.0037	6.13	3.1263	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781454000	0x3917d8a2d02d68c0df3f942d3a04072766cee69d605c0824d35748a505bc12c0	7381987954947522519014817817790743039298120114848588359643919817232086190757	7381987954947522519014817817790743039298120114848588359643919817232086190757	0x4561a9e2a5ceb4988ae1551f891d6dc733bc74412c3ea5e21d12eed763b4c258	7fce6641-89ec-4657-80fe-7d7bf81a6f62	Bitcoin Up or Down - June 14, 12:20PM-12:25PM ET
2026-06-14T17:40:06.4075150Z	2026-06-14T17:44:01.8943870Z	2026-06-14T17:45:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781458800	0x979c532b97087159d04a9e1b4fbd0b7aa5925a99ef30df8371869d94bf99307c	93211237789720483614819015976067570313901370867663553280492658325047436568641	93211237789720483614819015976067570313901370867663553280492658325047436568641	0x99b65dc5a1c3bbf189a5b7428d2120f673f8fa89a71f8edf3f9bc73407eca072	1197e335-d400-4721-88a7-cbde0c86546c	Bitcoin Up or Down - June 14, 1:40PM-1:45PM ET
2026-06-14T18:30:24.7471920Z	2026-06-14T18:34:01.5217600Z	2026-06-14T18:35:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781461800	0x67d6b8e0926cc72aa000d38c238e02eec79d715dc15934f8c554d8b5a083f073	78386399523727219655580651558020558530095872713936142625344120658219773982402	78386399523727219655580651558020558530095872713936142625344120658219773982402	0xe245e9b92b00b8203a8bf78f9b5115cd1d8a0ab94dac410858acb8cbfc4770cf	abd56385-4990-45ab-a0a7-ff2f8011febb	Bitcoin Up or Down - June 14, 2:30PM-2:35PM ET
2026-06-14T18:35:02.7828430Z	2026-06-14T18:39:05.1320680Z	2026-06-14T18:40:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781462100	0x1942ca3bf381f1f255c085dd4b12677d7fe195d19c50b2d66d0fd68db555d58b	85292493366746071472797320636542575076095714041817948192949064897385085019050	85292493366746071472797320636542575076095714041817948192949064897385085019050	0x7ac7fc44d58cc3ebb5343686b47644d490ef05b0f470fe8e2f8626f99e8231e7	bd44e1f1-493c-4408-89f3-1b64aec771a4	Bitcoin Up or Down - June 14, 2:35PM-2:40PM ET
2026-06-14T18:45:02.0582260Z	2026-06-14T18:49:02.2042060Z	2026-06-14T18:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Down	False	0.5	6	3	3	0	-3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781462700	0x4d9c8a0ca3c1cefd3be470fe8e9f4f76bc12fb51fb4926c9b8521aa4b7f34aed	16687002367912295971302909589946158610256251722378794057105278247972891049973	49423918076709495798105869864744813804836810337434521110650085563398062007164	0x5e1392805dec3f61dae35b69f9ddd1c5109b638ed25705e8a0e5aa8b51d7ebd2	de6bddaf-0370-4bd1-9b34-2140b60b8471	Bitcoin Up or Down - June 14, 2:45PM-2:50PM ET
