source,seq,market,asset,side,due_at,snapshot_at_utc,age_seconds,token,level,price,size,notional_usd
server_paper_live_shadow_stored_asks,1,13:45-13:50,SOL,Up,2026-07-04 13:44:30+03,2026-07-04 13:44:30.769789+03,0.770,85364723077627985913999648197729752340530596663666422984806727219478934435126,18,0.97,6250,6062.50000000
server_paper_live_shadow_stored_asks,1,13:45-13:50,SOL,Up,2026-07-04 13:44:30+03,2026-07-04 13:44:30.769789+03,0.770,85364723077627985913999648197729752340530596663666422984806727219478934435126,19,0.98,1185,1161.30000000
server_paper_live_shadow_stored_asks,1,13:45-13:50,SOL,Up,2026-07-04 13:44:30+03,2026-07-04 13:44:30.769789+03,0.770,85364723077627985913999648197729752340530596663666422984806727219478934435126,20,0.99,10581,10475.19000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,1,0.8,207,165.60000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,2,0.81,37,29.97000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,3,0.82,12,9.84000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,4,0.83,7,5.81000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,5,0.84,35,29.40000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,6,0.85,1635,1389.75000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,7,0.86,20,17.20000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,8,0.87,67,58.29000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,9,0.88,67,58.96000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,10,0.89,22,19.58000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,11,0.9,2872,2584.80000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,12,0.91,627,570.57000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,13,0.92,547,503.24000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,14,0.93,747,694.71000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,15,0.94,828.32,778.62080000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,16,0.95,614,583.30000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,17,0.96,975,936.00000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,18,0.97,11050,10718.50000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,19,0.98,1045,1024.10000000
server_paper_live_shadow_stored_asks,2,13:50-13:55,ETH,Up,2026-07-04 13:49:30+03,2026-07-04 13:49:30.277602+03,0.278,6529887655957298540466174290442574042554364241187767436285042716545908297802,20,0.99,9331,9237.69000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,1,0.8,100.9,80.72000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,2,0.81,22,17.82000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,3,0.82,27,22.14000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,4,0.83,22,18.26000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,5,0.84,22,18.48000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,6,0.85,107.33,91.23050000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,7,0.86,42,36.12000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,8,0.87,37,32.19000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,9,0.88,64,56.32000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,10,0.89,30,26.70000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,11,0.9,345.58,311.02200000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,12,0.91,600,546.00000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,13,0.92,600,552.00000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,14,0.93,600,558.00000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,15,0.94,675,634.50000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,16,0.95,840,798.00000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,17,0.96,550,528.00000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,18,0.97,6125,5941.25000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,19,0.98,1135,1112.30000000
server_paper_live_shadow_stored_asks,3,13:55-14:00,SOL,Up,2026-07-04 13:54:30+03,2026-07-04 13:54:30.0161+03,0.016,107172302826948674101619543151017988679660353346752003369145329070594740867096,20,0.99,10471,10366.29000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,1,0.8,100.9,80.72000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,2,0.81,22,17.82000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,3,0.82,27,22.14000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,4,0.83,22,18.26000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,5,0.84,22,18.48000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,6,0.85,107.33,91.23050000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,7,0.86,42,36.12000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,8,0.87,37,32.19000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,9,0.88,64,56.32000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,10,0.89,30,26.70000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,11,0.9,355.58,320.02200000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,12,0.91,600,546.00000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,13,0.92,600,552.00000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,14,0.93,600,558.00000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,15,0.94,675,634.50000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,16,0.95,965,916.75000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,17,0.96,675,648.00000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,18,0.97,6250,6062.50000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,19,0.98,1190,1166.20000000
server_paper_live_shadow_stored_asks,4,14:00-14:05,SOL,Up,2026-07-04 13:59:30+03,2026-07-04 13:59:30.43715+03,0.437,71764134347778220285092130637510878854844874116432372570674148229257575299326,20,0.99,10222,10119.78000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,1,0.8,207,165.60000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,2,0.81,37,29.97000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,3,0.82,12,9.84000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,4,0.83,7,5.81000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,5,0.84,35,29.40000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,6,0.85,1635,1389.75000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,7,0.86,20,17.20000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,8,0.87,67,58.29000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,9,0.88,67,58.96000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,10,0.89,22,19.58000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,11,0.9,2872,2584.80000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,12,0.91,627,570.57000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,13,0.92,547,503.24000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,14,0.93,747,694.71000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,15,0.94,828.32,778.62080000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,16,0.95,725,688.75000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,17,0.96,1100,1056.00000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,18,0.97,11170,10834.90000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,19,0.98,1095,1073.10000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,ETH,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.024803+03,1.025,65893570286879572298885604680509874765292370831008882555413750642819586763472,20,0.99,9436,9341.64000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,1,0.8,100.9,80.72000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,2,0.81,22,17.82000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,3,0.82,27,22.14000000
