"source","seq","market","asset","side","due","captured_at","token","level","price","size","notional_usd","asks_0_99_levels","depth_to_99_usd"
"direct_clob_monitor_stored_top5","1","13:45-13:50","ETH","Up","2026-07-04 13:44:30","2026-07-04T13:44:30.7074997+03:00","21925770833974737139138639512325561429556177005596897245092128519682313660777","2","0.53","230","121.9","48","32680.7608"
"direct_clob_monitor_stored_top5","1","13:45-13:50","ETH","Up","2026-07-04 13:44:30","2026-07-04T13:44:30.7074997+03:00","21925770833974737139138639512325561429556177005596897245092128519682313660777","3","0.54","298","160.92","48","32680.7608"
"direct_clob_monitor_stored_top5","1","13:45-13:50","ETH","Up","2026-07-04 13:44:30","2026-07-04T13:44:30.7074997+03:00","21925770833974737139138639512325561429556177005596897245092128519682313660777","4","0.55","139.32","76.626","48","32680.7608"
"direct_clob_monitor_stored_top5","1","13:45-13:50","ETH","Up","2026-07-04 13:44:30","2026-07-04T13:44:30.7074997+03:00","21925770833974737139138639512325561429556177005596897245092128519682313660777","5","0.56","210.94","118.1264","48","32680.7608"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Down","2026-07-04 13:44:30","2026-07-04T13:44:31.4207097+03:00","70501336811790809506596410594564056019623307644799907858143691608919798682946","1","0.49","50","24.5","51","23004.0945"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Down","2026-07-04 13:44:30","2026-07-04T13:44:31.4207097+03:00","70501336811790809506596410594564056019623307644799907858143691608919798682946","2","0.5","55","27.5","51","23004.0945"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Down","2026-07-04 13:44:30","2026-07-04T13:44:31.4207097+03:00","70501336811790809506596410594564056019623307644799907858143691608919798682946","3","0.51","55","28.05","51","23004.0945"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Down","2026-07-04 13:44:30","2026-07-04T13:44:31.4207097+03:00","70501336811790809506596410594564056019623307644799907858143691608919798682946","4","0.52","15","7.8","51","23004.0945"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Down","2026-07-04 13:44:30","2026-07-04T13:44:31.4207097+03:00","70501336811790809506596410594564056019623307644799907858143691608919798682946","5","0.53","40","21.2","51","23004.0945"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Up","2026-07-04 13:44:30","2026-07-04T13:44:31.1607706+03:00","85364723077627985913999648197729752340530596663666422984806727219478934435126","1","0.53","25","13.25","47","22967.5025"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Up","2026-07-04 13:44:30","2026-07-04T13:44:31.1607706+03:00","85364723077627985913999648197729752340530596663666422984806727219478934435126","2","0.54","65","35.1","47","22967.5025"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Up","2026-07-04 13:44:30","2026-07-04T13:44:31.1607706+03:00","85364723077627985913999648197729752340530596663666422984806727219478934435126","3","0.55","191.56","105.358","47","22967.5025"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Up","2026-07-04 13:44:30","2026-07-04T13:44:31.1607706+03:00","85364723077627985913999648197729752340530596663666422984806727219478934435126","4","0.56","129","72.24","47","22967.5025"
"direct_clob_monitor_stored_top5","1","13:45-13:50","SOL","Up","2026-07-04 13:44:30","2026-07-04T13:44:31.1607706+03:00","85364723077627985913999648197729752340530596663666422984806727219478934435126","5","0.57","107","60.99","47","22967.5025"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Down","2026-07-04 13:49:30","2026-07-04T13:49:30.9175240+03:00","57405601712053323422682514703325455083393268292546377758541436163445962279721","1","0.5","1301.06","650.53","50","52954.6029"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Down","2026-07-04 13:49:30","2026-07-04T13:49:30.9175240+03:00","57405601712053323422682514703325455083393268292546377758541436163445962279721","2","0.51","325.46","165.9846","50","52954.6029"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Down","2026-07-04 13:49:30","2026-07-04T13:49:30.9175240+03:00","57405601712053323422682514703325455083393268292546377758541436163445962279721","3","0.52","385.3","200.356","50","52954.6029"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Down","2026-07-04 13:49:30","2026-07-04T13:49:30.9175240+03:00","57405601712053323422682514703325455083393268292546377758541436163445962279721","4","0.53","185.45","98.2885","50","52954.6029"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Down","2026-07-04 13:49:30","2026-07-04T13:49:30.9175240+03:00","57405601712053323422682514703325455083393268292546377758541436163445962279721","5","0.54","420.55","227.097","50","52954.6029"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Up","2026-07-04 13:49:30","2026-07-04T13:49:30.0124967+03:00","33574019149217770810653452447154467062063162288323411768764767587452736770301","1","0.51","386.16","196.9416","49","52851.7973"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Up","2026-07-04 13:49:30","2026-07-04T13:49:30.0124967+03:00","33574019149217770810653452447154467062063162288323411768764767587452736770301","2","0.52","407.25","211.77","49","52851.7973"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Up","2026-07-04 13:49:30","2026-07-04T13:49:30.0124967+03:00","33574019149217770810653452447154467062063162288323411768764767587452736770301","3","0.53","427.45","226.5485","49","52851.7973"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Up","2026-07-04 13:49:30","2026-07-04T13:49:30.0124967+03:00","33574019149217770810653452447154467062063162288323411768764767587452736770301","4","0.54","542.55","292.977","49","52851.7973"
"direct_clob_monitor_stored_top5","2","13:50-13:55","BTC","Up","2026-07-04 13:49:30","2026-07-04T13:49:30.0124967+03:00","33574019149217770810653452447154467062063162288323411768764767587452736770301","5","0.55","937.98","515.889","49","52851.7973"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Down","2026-07-04 13:49:30","2026-07-04T13:49:31.7884752+03:00","68667420326849088553145782995513830910760728065347499478916893946009063447810","1","0.51","185","94.35","49","31730.3728"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Down","2026-07-04 13:49:30","2026-07-04T13:49:31.7884752+03:00","68667420326849088553145782995513830910760728065347499478916893946009063447810","2","0.52","220","114.4","49","31730.3728"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Down","2026-07-04 13:49:30","2026-07-04T13:49:31.7884752+03:00","68667420326849088553145782995513830910760728065347499478916893946009063447810","3","0.53","220","116.6","49","31730.3728"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Down","2026-07-04 13:49:30","2026-07-04T13:49:31.7884752+03:00","68667420326849088553145782995513830910760728065347499478916893946009063447810","4","0.54","30","16.2","49","31730.3728"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Down","2026-07-04 13:49:30","2026-07-04T13:49:31.7884752+03:00","68667420326849088553145782995513830910760728065347499478916893946009063447810","5","0.55","108.76","59.818","49","31730.3728"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Up","2026-07-04 13:49:30","2026-07-04T13:49:31.3419834+03:00","6529887655957298540466174290442574042554364241187767436285042716545908297802","1","0.5","985","492.5","50","32260.9638"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Up","2026-07-04 13:49:30","2026-07-04T13:49:31.3419834+03:00","6529887655957298540466174290442574042554364241187767436285042716545908297802","2","0.51","226.1","115.311","50","32260.9638"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Up","2026-07-04 13:49:30","2026-07-04T13:49:31.3419834+03:00","6529887655957298540466174290442574042554364241187767436285042716545908297802","3","0.52","225","117","50","32260.9638"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Up","2026-07-04 13:49:30","2026-07-04T13:49:31.3419834+03:00","6529887655957298540466174290442574042554364241187767436285042716545908297802","4","0.53","225","119.25","50","32260.9638"
"direct_clob_monitor_stored_top5","2","13:50-13:55","ETH","Up","2026-07-04 13:49:30","2026-07-04T13:49:31.3419834+03:00","6529887655957298540466174290442574042554364241187767436285042716545908297802","5","0.54","50","27","50","32260.9638"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Down","2026-07-04 13:49:30","2026-07-04T13:49:32.8124714+03:00","18628033675067404066598016448701426740220660736872156816735095356847371911559","1","0.5","155","77.5","50","23084.1945"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Down","2026-07-04 13:49:30","2026-07-04T13:49:32.8124714+03:00","18628033675067404066598016448701426740220660736872156816735095356847371911559","2","0.51","55","28.05","50","23084.1945"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Down","2026-07-04 13:49:30","2026-07-04T13:49:32.8124714+03:00","18628033675067404066598016448701426740220660736872156816735095356847371911559","3","0.52","65","33.8","50","23084.1945"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Down","2026-07-04 13:49:30","2026-07-04T13:49:32.8124714+03:00","18628033675067404066598016448701426740220660736872156816735095356847371911559","4","0.53","35","18.55","50","23084.1945"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Down","2026-07-04 13:49:30","2026-07-04T13:49:32.8124714+03:00","18628033675067404066598016448701426740220660736872156816735095356847371911559","5","0.54","25","13.5","50","23084.1945"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Up","2026-07-04 13:49:30","2026-07-04T13:49:32.3177835+03:00","41809617978761625075871408700812865502929855168052659656803000412137610569623","1","0.51","10","5.1","49","23002.6641"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Up","2026-07-04 13:49:30","2026-07-04T13:49:32.3177835+03:00","41809617978761625075871408700812865502929855168052659656803000412137610569623","2","0.52","5","2.6","49","23002.6641"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Up","2026-07-04 13:49:30","2026-07-04T13:49:32.3177835+03:00","41809617978761625075871408700812865502929855168052659656803000412137610569623","3","0.53","80.32","42.5696","49","23002.6641"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Up","2026-07-04 13:49:30","2026-07-04T13:49:32.3177835+03:00","41809617978761625075871408700812865502929855168052659656803000412137610569623","4","0.54","80","43.2","49","23002.6641"
"direct_clob_monitor_stored_top5","2","13:50-13:55","SOL","Up","2026-07-04 13:49:30","2026-07-04T13:49:32.3177835+03:00","41809617978761625075871408700812865502929855168052659656803000412137610569623","5","0.55","186","102.3","49","23002.6641"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.4359073+03:00","79476388553035075798644642718678268989040595138621869137165782873491073965497","1","0.51","445.2","227.052","49","52626.6765"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.4359073+03:00","79476388553035075798644642718678268989040595138621869137165782873491073965497","2","0.52","442.3","229.996","49","52626.6765"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.4359073+03:00","79476388553035075798644642718678268989040595138621869137165782873491073965497","3","0.53","459.45","243.5085","49","52626.6765"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.4359073+03:00","79476388553035075798644642718678268989040595138621869137165782873491073965497","4","0.54","410.98","221.9292","49","52626.6765"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.4359073+03:00","79476388553035075798644642718678268989040595138621869137165782873491073965497","5","0.55","977.43","537.5865","49","52626.6765"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.0124262+03:00","44076450734170429009434534200735307038838279535335813467737942698190381187017","1","0.5","975.02","487.51","50","53378.0539"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.0124262+03:00","44076450734170429009434534200735307038838279535335813467737942698190381187017","2","0.51","325.64","166.0764","50","53378.0539"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.0124262+03:00","44076450734170429009434534200735307038838279535335813467737942698190381187017","3","0.52","373.25","194.09","50","53378.0539"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.0124262+03:00","44076450734170429009434534200735307038838279535335813467737942698190381187017","4","0.53","418.45","221.7785","50","53378.0539"
"direct_clob_monitor_stored_top5","3","13:55-14:00","BTC","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.0124262+03:00","44076450734170429009434534200735307038838279535335813467737942698190381187017","5","0.54","450.98","243.5292","50","53378.0539"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.8472881+03:00","78858757819852043900331476067397127308344258340906942096653480292185522459478","1","0.5","9","4.5","50","32269.5428"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.8472881+03:00","78858757819852043900331476067397127308344258340906942096653480292185522459478","2","0.51","5","2.55","50","32269.5428"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.8472881+03:00","78858757819852043900331476067397127308344258340906942096653480292185522459478","3","0.52","15","7.8","50","32269.5428"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.8472881+03:00","78858757819852043900331476067397127308344258340906942096653480292185522459478","4","0.53","230","121.9","50","32269.5428"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Down","2026-07-04 13:54:30","2026-07-04T13:54:30.8472881+03:00","78858757819852043900331476067397127308344258340906942096653480292185522459478","5","0.54","230","124.2","50","32269.5428"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.6581093+03:00","14197420255657101439602438055568960351727575275508151202371108234054393712966","1","0.51","1189.78","606.7878","49","32763.6406"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.6581093+03:00","14197420255657101439602438055568960351727575275508151202371108234054393712966","2","0.52","220","114.4","49","32763.6406"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.6581093+03:00","14197420255657101439602438055568960351727575275508151202371108234054393712966","3","0.53","230","121.9","49","32763.6406"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.6581093+03:00","14197420255657101439602438055568960351727575275508151202371108234054393712966","4","0.54","35","18.9","49","32763.6406"
"direct_clob_monitor_stored_top5","3","13:55-14:00","ETH","Up","2026-07-04 13:54:30","2026-07-04T13:54:30.6581093+03:00","14197420255657101439602438055568960351727575275508151202371108234054393712966","5","0.55","128.76","70.818","49","32763.6406"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Down","2026-07-04 13:54:30","2026-07-04T13:54:31.2873409+03:00","100232344965416039113298239495892768323624336254240578367835913761005306668941","1","0.5","150","75","50","22530.348"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Down","2026-07-04 13:54:30","2026-07-04T13:54:31.2873409+03:00","100232344965416039113298239495892768323624336254240578367835913761005306668941","2","0.51","52.85","26.9535","50","22530.348"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Down","2026-07-04 13:54:30","2026-07-04T13:54:31.2873409+03:00","100232344965416039113298239495892768323624336254240578367835913761005306668941","3","0.52","65","33.8","50","22530.348"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Down","2026-07-04 13:54:30","2026-07-04T13:54:31.2873409+03:00","100232344965416039113298239495892768323624336254240578367835913761005306668941","4","0.53","35","18.55","50","22530.348"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Down","2026-07-04 13:54:30","2026-07-04T13:54:31.2873409+03:00","100232344965416039113298239495892768323624336254240578367835913761005306668941","5","0.54","30","16.2","50","22530.348"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Up","2026-07-04 13:54:30","2026-07-04T13:54:31.0789739+03:00","107172302826948674101619543151017988679660353346752003369145329070594740867096","1","0.52","47.84","24.8768","48","22447.8213"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Up","2026-07-04 13:54:30","2026-07-04T13:54:31.0789739+03:00","107172302826948674101619543151017988679660353346752003369145329070594740867096","2","0.53","75","39.75","48","22447.8213"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Up","2026-07-04 13:54:30","2026-07-04T13:54:31.0789739+03:00","107172302826948674101619543151017988679660353346752003369145329070594740867096","3","0.54","75","40.5","48","22447.8213"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Up","2026-07-04 13:54:30","2026-07-04T13:54:31.0789739+03:00","107172302826948674101619543151017988679660353346752003369145329070594740867096","4","0.55","136","74.8","48","22447.8213"
"direct_clob_monitor_stored_top5","3","13:55-14:00","SOL","Up","2026-07-04 13:54:30","2026-07-04T13:54:31.0789739+03:00","107172302826948674101619543151017988679660353346752003369145329070594740867096","5","0.56","79","44.24","48","22447.8213"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.2434551+03:00","32979190671368283508729776921769633206566486219072799521304333439313233778028","1","0.53","304.52","161.3956","47","52620.2593"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.2434551+03:00","32979190671368283508729776921769633206566486219072799521304333439313233778028","2","0.54","429.91","232.1514","47","52620.2593"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.2434551+03:00","32979190671368283508729776921769633206566486219072799521304333439313233778028","3","0.55","1087.76","598.268","47","52620.2593"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.2434551+03:00","32979190671368283508729776921769633206566486219072799521304333439313233778028","4","0.56","629.08","352.2848","47","52620.2593"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.2434551+03:00","32979190671368283508729776921769633206566486219072799521304333439313233778028","5","0.57","552.51","314.9307","47","52620.2593"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.0123040+03:00","99434557679536549643448650797569895697085891938943841684386053922334117455434","1","0.48","94.3","45.264","52","53279.4761"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.0123040+03:00","99434557679536549643448650797569895697085891938943841684386053922334117455434","2","0.49","352.13","172.5437","52","53279.4761"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.0123040+03:00","99434557679536549643448650797569895697085891938943841684386053922334117455434","3","0.5","256","128","52","53279.4761"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.0123040+03:00","99434557679536549643448650797569895697085891938943841684386053922334117455434","4","0.51","1180.68","602.1468","52","53279.4761"
"direct_clob_monitor_stored_top5","4","14:00-14:05","BTC","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.0123040+03:00","99434557679536549643448650797569895697085891938943841684386053922334117455434","5","0.52","260.83","135.6316","52","53279.4761"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.6963324+03:00","73236667026526573151488292215266821180182752184002002145723302019132289253760","1","0.5","5","2.5","50","31438.2192"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.6963324+03:00","73236667026526573151488292215266821180182752184002002145723302019132289253760","2","0.51","10","5.1","50","31438.2192"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.6963324+03:00","73236667026526573151488292215266821180182752184002002145723302019132289253760","3","0.52","20","10.4","50","31438.2192"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.6963324+03:00","73236667026526573151488292215266821180182752184002002145723302019132289253760","4","0.53","215","113.95","50","31438.2192"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Down","2026-07-04 13:59:30","2026-07-04T13:59:30.6963324+03:00","73236667026526573151488292215266821180182752184002002145723302019132289253760","5","0.54","220","118.8","50","31438.2192"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.5074564+03:00","40637905158423739977789834938873849190261844495460415869307226091235176527173","1","0.51","260.39","132.7989","49","31426.1701"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.5074564+03:00","40637905158423739977789834938873849190261844495460415869307226091235176527173","2","0.52","225","117","49","31426.1701"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.5074564+03:00","40637905158423739977789834938873849190261844495460415869307226091235176527173","3","0.53","245","129.85","49","31426.1701"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.5074564+03:00","40637905158423739977789834938873849190261844495460415869307226091235176527173","4","0.54","50","27","49","31426.1701"
"direct_clob_monitor_stored_top5","4","14:00-14:05","ETH","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.5074564+03:00","40637905158423739977789834938873849190261844495460415869307226091235176527173","5","0.55","105","57.75","49","31426.1701"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Down","2026-07-04 13:59:30","2026-07-04T13:59:31.1943200+03:00","98143826611795269165593508288003399549998095893495616742161386218323437834257","1","0.51","49.12","25.0512","49","22642.8137"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Down","2026-07-04 13:59:30","2026-07-04T13:59:31.1943200+03:00","98143826611795269165593508288003399549998095893495616742161386218323437834257","2","0.52","55","28.6","49","22642.8137"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Down","2026-07-04 13:59:30","2026-07-04T13:59:31.1943200+03:00","98143826611795269165593508288003399549998095893495616742161386218323437834257","3","0.53","75","39.75","49","22642.8137"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Down","2026-07-04 13:59:30","2026-07-04T13:59:31.1943200+03:00","98143826611795269165593508288003399549998095893495616742161386218323437834257","4","0.54","25","13.5","49","22642.8137"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Down","2026-07-04 13:59:30","2026-07-04T13:59:31.1943200+03:00","98143826611795269165593508288003399549998095893495616742161386218323437834257","5","0.55","136.56","75.108","49","22642.8137"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.9752835+03:00","71764134347778220285092130637510878854844874116432372570674148229257575299326","1","0.51","3","1.53","49","22627.4645"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.9752835+03:00","71764134347778220285092130637510878854844874116432372570674148229257575299326","2","0.52","65","33.8","49","22627.4645"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.9752835+03:00","71764134347778220285092130637510878854844874116432372570674148229257575299326","3","0.53","90","47.7","49","22627.4645"
